gender,height_mm,weight_kg,chest_circumference_mm,waist_circumference_mm,hip_breadth_mm,neck_circumference_mm,shoulder_circumference_mm,arm_length_mm,thigh_circumference_mm,calf_circumference_mm,leg_length_mm,chest_cm,waist_cm,hip_cm,clothing_size
Male,1719,840,1071,947,323,414,1164,875,644,380,1137,107.1,94.7,32.3,L
Male,1730,895,1108,981,352,397,1201,889,671,380,1085,110.8,98.1,35.2,XL
Male,1702,919,1149,1051,345,413,1230,882,632,386,1123,114.9,105.1,34.5,XXL
Male,1796,929,1073,1023,352,415,1190,916,657,426,1138,107.3,102.3,35.2,XL
Male,1818,1198,1274,1137,386,465,1339,935,682,475,1141,127.4,113.7,38.6,XXXL
Male,1695,752,1046,889,318,404,1130,878,566,378,1100,104.6,88.9,31.8,L
Male,1780,954,1168,1002,349,425,1196,860,671,423,1171,116.8,100.2,34.9,XL
Male,1848,1093,1158,1074,388,419,1254,969,687,430,1177,115.8,107.4,38.8,XXL
Male,1851,1057,1151,1080,360,404,1282,923,709,415,1193,115.1,108.0,36.0,XXL
Male,1666,1025,1171,1132,383,447,1271,900,724,435,1106,117.1,113.2,38.3,XXXL
Male,1768,865,1059,1026,367,379,1193,905,653,405,1122,105.9,102.6,36.7,XL
Male,1790,997,1129,1062,352,440,1283,937,681,397,1139,112.9,106.2,35.2,XXL
Male,1702,972,1209,1087,362,430,1245,867,695,422,1142,120.9,108.7,36.2,XXL
Male,1877,1137,1194,1004,385,399,1331,963,729,420,1197,119.4,100.4,38.5,XXL
Male,1780,845,1088,961,352,408,1165,907,591,383,1128,108.8,96.1,35.2,XL
Male,1752,771,982,882,307,405,1185,878,620,370,1137,98.2,88.2,30.7,L
Male,1776,843,1044,1023,346,376,1137,888,611,391,1129,104.4,102.3,34.6,XL
Male,1674,878,1052,1069,364,421,1164,849,688,394,1057,105.2,106.9,36.4,XXL
Male,1721,1019,1171,1180,371,433,1212,882,698,416,1125,117.1,118.0,37.1,XXXL
Male,1717,870,1098,990,349,412,1216,905,629,385,1105,109.8,99.0,34.9,XL
Male,1705,760,994,904,323,384,1165,841,602,380,1075,99.4,90.4,32.3,L
Male,1693,864,1081,1033,372,394,1169,913,621,373,1136,108.1,103.3,37.2,XL
Male,1768,946,1102,1007,362,418,1226,923,656,408,1124,110.2,100.7,36.2,XL
Male,1740,1011,1187,1011,353,438,1279,962,701,438,1138,118.7,101.1,35.3,XXL
Male,1780,873,1111,979,342,379,1206,889,584,384,1098,111.1,97.9,34.2,XL
Male,1803,730,981,840,332,379,1161,887,543,384,1159,98.1,84.0,33.2,M
Male,1785,711,999,870,337,372,1115,890,538,361,1132,99.9,87.0,33.7,M
Male,1776,990,1176,1058,367,408,1248,928,662,408,1141,117.6,105.8,36.7,XXL
Male,1755,1001,1160,1063,388,432,1213,863,680,403,1122,116.0,106.3,38.8,XXL
Male,1591,701,959,962,324,389,1023,778,574,385,1021,95.9,96.2,32.4,XL
Male,1860,1125,1168,1153,370,450,1219,884,687,429,1186,116.8,115.3,37.0,XXXL
Male,1743,699,1008,829,323,385,1160,833,559,353,1119,100.8,82.9,32.3,M
Male,1744,765,1027,895,347,367,1116,873,597,382,1125,102.7,89.5,34.7,L
Male,1790,1007,1155,1106,355,474,1248,914,632,395,1148,115.5,110.6,35.5,XXL
Male,1799,1034,1204,1101,374,408,1281,918,679,404,1185,120.4,110.1,37.4,XXL
Male,1730,1032,1166,1065,353,433,1317,920,677,414,1123,116.6,106.5,35.3,XXL
Male,1682,656,941,838,329,376,1108,845,559,353,1009,94.1,83.8,32.9,M
Male,1735,921,1127,983,350,404,1212,925,671,426,1150,112.7,98.3,35.0,XL
Male,1728,1052,1251,1163,381,483,1279,942,631,423,1098,125.1,116.3,38.1,XXXL
Male,1692,632,968,826,314,365,1104,828,498,325,1112,96.8,82.6,31.4,M
Male,1834,671,941,782,324,370,1093,911,523,348,1169,94.1,78.2,32.4,M
Male,1853,1026,1141,1039,396,382,1249,938,703,418,1205,114.1,103.9,39.6,XL
Male,1722,974,1150,1090,338,449,1221,900,651,422,1142,115.0,109.0,33.8,XXL
Male,1740,752,987,909,326,373,1141,912,537,383,1105,98.7,90.9,32.6,L
Male,1707,856,1090,1035,343,419,1180,845,626,373,1082,109.0,103.5,34.3,XL
Male,1771,724,922,847,335,368,1126,902,558,366,1073,92.2,84.7,33.5,M
Male,1803,874,1053,981,343,391,1185,911,649,392,1155,105.3,98.1,34.3,XL
Male,1805,995,1136,1046,385,428,1195,874,706,434,1191,113.6,104.6,38.5,XXL
Male,1815,946,1164,1025,363,420,1246,939,624,395,1153,116.4,102.5,36.3,XL
Male,1882,1039,1043,1067,375,408,1204,916,698,412,1256,104.3,106.7,37.5,XXL
Male,1754,932,1088,989,371,382,1185,917,679,424,1104,108.8,98.9,37.1,XL
Male,1668,759,1053,936,331,398,1166,844,572,380,1040,105.3,93.6,33.1,L
Male,1835,853,1064,886,335,403,1265,935,611,370,1202,106.4,88.6,33.5,L
Male,1829,1032,1164,994,385,422,1236,946,690,442,1204,116.4,99.4,38.5,XL
Male,1827,1078,1119,1104,407,400,1173,956,748,461,1156,111.9,110.4,40.7,XXL
Male,1785,962,1055,1027,396,395,1169,925,694,438,1125,105.5,102.7,39.6,XL
Male,1715,961,1142,1087,369,404,1212,877,688,447,1135,114.2,108.7,36.9,XXL
Male,1827,762,982,864,345,371,1162,915,564,377,1166,98.2,86.4,34.5,M
Male,1796,712,997,815,326,372,1160,950,541,354,1119,99.7,81.5,32.6,M
Male,1693,786,1082,924,331,400,1177,852,600,401,1082,108.2,92.4,33.1,L
Male,1713,818,1112,905,334,388,1213,862,613,390,1091,111.2,90.5,33.4,XL
Male,1823,760,932,918,336,360,1085,878,579,370,1111,93.2,91.8,33.6,L
Male,1842,952,1109,1013,347,410,1190,940,605,371,1170,110.9,101.3,34.7,XL
Male,1673,764,1053,974,316,417,1067,835,573,361,1072,105.3,97.4,31.6,XL
Male,1771,1001,1166,1108,347,451,1259,922,637,403,1158,116.6,110.8,34.7,XXL
Male,1729,758,973,815,331,398,1153,878,624,377,1104,97.3,81.5,33.1,M
Male,1833,921,1117,1032,354,420,1237,948,587,375,1202,111.7,103.2,35.4,XL
Male,1724,845,1076,925,339,398,1215,909,639,398,1058,107.6,92.5,33.9,L
Male,1765,928,1142,1000,352,402,1237,898,651,399,1127,114.2,100.0,35.2,XL
Male,1730,913,1140,1014,346,418,1206,914,633,383,1141,114.0,101.4,34.6,XL
Male,1694,966,1114,1009,363,435,1254,921,682,416,1154,111.4,100.9,36.3,XL
Male,1668,798,1041,948,337,398,1184,871,600,397,1044,104.1,94.8,33.7,L
Male,1803,915,1152,885,363,418,1291,979,622,372,1189,115.2,88.5,36.3,XL
Male,1814,955,1106,977,361,401,1213,920,651,399,1161,110.6,97.7,36.1,XL
Male,1796,1146,1213,1185,393,469,1263,933,696,425,1132,121.3,118.5,39.3,XXXL
Male,1811,1142,1277,1146,364,451,1303,885,688,450,1203,127.7,114.6,36.4,XXXL
Male,1771,698,977,857,332,392,1110,874,547,346,1132,97.7,85.7,33.2,M
Male,1826,951,1062,993,361,412,1192,952,675,409,1157,106.2,99.3,36.1,XL
Male,1785,1021,1147,1168,384,426,1140,862,695,403,1162,114.7,116.8,38.4,XXXL
Male,1717,836,1090,953,340,410,1185,871,609,363,1087,109.0,95.3,34.0,L
Male,1781,1081,1145,1142,376,418,1275,943,712,422,1182,114.5,114.2,37.6,XXXL
Male,1718,845,1071,990,331,414,1210,875,604,383,1079,107.1,99.0,33.1,XL
Male,1797,911,1079,935,356,398,1246,908,632,430,1131,107.9,93.5,35.6,L
Male,1817,974,1130,1068,349,430,1235,922,658,370,1158,113.0,106.8,34.9,XXL
Male,1767,909,1137,965,344,405,1244,921,611,403,1133,113.7,96.5,34.4,XL
Male,1822,867,1071,915,345,393,1252,971,631,366,1190,107.1,91.5,34.5,L
Male,1665,594,912,793,333,350,1070,846,514,343,978,91.2,79.3,33.3,S
Male,1827,892,1042,984,352,378,1195,938,644,397,1154,104.2,98.4,35.2,XL
Male,1791,879,1049,915,356,375,1175,885,674,395,1145,104.9,91.5,35.6,L
Male,1822,1007,1108,1035,383,421,1218,963,690,394,1197,110.8,103.5,38.3,XL
Male,1820,1016,1142,1041,376,410,1248,964,679,403,1143,114.2,104.1,37.6,XXL
Male,1766,969,1153,1038,353,411,1226,945,648,440,1139,115.3,103.8,35.3,XL
Male,1774,1047,1206,1017,376,433,1303,935,673,440,1173,120.6,101.7,37.6,XXL
Male,1814,1100,1182,1032,361,455,1299,933,697,433,1163,118.2,103.2,36.1,XXL
Male,1838,1192,1261,1187,364,485,1311,970,684,452,1188,126.1,118.7,36.4,XXXL
Male,1842,809,984,939,345,371,1177,934,562,354,1196,98.4,93.9,34.5,L
Male,1781,787,1022,846,320,396,1209,923,597,348,1173,102.2,84.6,32.0,L
Male,1893,744,945,771,346,362,1155,900,531,347,1188,94.5,77.1,34.6,M
Male,1801,1256,1302,1260,404,437,1344,926,778,453,1188,130.2,126.0,40.4,XXXL
Male,1894,997,1099,995,359,391,1261,970,672,412,1255,109.9,99.5,35.9,XL
Male,1607,632,907,827,300,378,1098,789,582,333,1032,90.7,82.7,30.0,M
Male,1832,829,1077,935,336,382,1133,940,561,372,1214,107.7,93.5,33.6,L
Male,1725,822,1065,992,338,395,1171,900,614,358,1100,106.5,99.2,33.8,XL
Male,1842,714,951,798,328,382,1120,903,526,350,1242,95.1,79.8,32.8,M
Male,1738,927,1130,1020,360,428,1220,888,624,383,1079,113.0,102.0,36.0,XL
Male,1792,746,939,900,334,385,1136,883,554,355,1087,93.9,90.0,33.4,L
Male,1746,1083,1228,1136,392,419,1215,893,714,417,1142,122.8,113.6,39.2,XXXL
Male,1780,800,1032,924,308,400,1181,938,544,380,1171,103.2,92.4,30.8,L
Male,1780,940,1118,1033,364,394,1257,912,627,388,1130,111.8,103.3,36.4,XL
Male,1767,695,951,873,331,365,1108,867,577,373,1079,95.1,87.3,33.1,M
Male,1845,1105,1207,1071,388,446,1235,895,695,437,1165,120.7,107.1,38.8,XXL
Male,1719,850,1100,980,311,429,1229,900,576,373,1122,110.0,98.0,31.1,XL
Male,1730,936,1207,1032,353,412,1231,933,617,413,1108,120.7,103.2,35.3,XXL
Male,1872,841,1026,828,364,390,1187,917,569,398,1175,102.6,82.8,36.4,L
Male,1797,855,1089,964,347,402,1210,935,617,395,1151,108.9,96.4,34.7,XL
Male,1805,1183,1277,1192,371,460,1300,910,729,480,1177,127.7,119.2,37.1,XXXL
Male,1725,847,1093,1050,338,422,1107,903,581,390,1112,109.3,105.0,33.8,XXL
Male,1664,817,1086,951,337,416,1144,844,626,405,1103,108.6,95.1,33.7,L
Male,1788,850,1075,910,333,405,1200,907,594,406,1161,107.5,91.0,33.3,L
Male,1723,789,987,907,351,366,1159,878,621,384,1071,98.7,90.7,35.1,L
Male,1821,1045,1147,1105,406,419,1231,979,725,422,1187,114.7,110.5,40.6,XXL
Male,1745,804,1048,905,337,392,1168,921,568,398,1082,104.8,90.5,33.7,L
Male,1685,899,1088,1004,363,406,1175,867,681,408,1118,108.8,100.4,36.3,XL
Male,1715,727,979,842,309,375,1149,863,583,364,1063,97.9,84.2,30.9,M
Male,1775,1041,1199,1107,364,447,1291,916,642,423,1164,119.9,110.7,36.4,XXL
Male,1763,908,1117,979,359,411,1177,870,627,398,1132,111.7,97.9,35.9,XL
Male,1745,811,1007,889,315,391,1137,860,608,400,1078,100.7,88.9,31.5,L
Male,1686,710,1027,900,321,381,1129,830,555,378,1072,102.7,90.0,32.1,L
Male,1740,953,1114,959,342,439,1249,861,680,427,1103,111.4,95.9,34.2,XL
Male,1771,840,1102,900,322,415,1251,886,601,398,1067,110.2,90.0,32.2,XL
Male,1701,646,907,800,322,345,1047,825,545,347,1073,90.7,80.0,32.2,M
Male,1847,863,1023,923,327,410,1218,943,634,384,1178,102.3,92.3,32.7,L
Male,1668,812,1076,1050,361,385,1112,840,647,376,1062,107.6,105.0,36.1,XXL
Male,1721,915,1112,1052,351,405,1223,876,644,408,1124,111.2,105.2,35.1,XXL
Male,1811,1108,1251,1156,370,472,1305,878,697,429,1155,125.1,115.6,37.0,XXXL
Male,1672,710,977,836,308,394,1094,805,576,354,1108,97.7,83.6,30.8,M
Male,1770,1067,1223,1095,377,449,1326,942,688,430,1143,122.3,109.5,37.7,XXL
Male,1722,966,1133,1132,368,438,1217,905,675,381,1150,113.3,113.2,36.8,XXXL
Male,1811,1158,1283,1179,383,467,1298,945,677,437,1181,128.3,117.9,38.3,XXXL
Male,1795,968,1133,1057,353,417,1182,914,663,397,1205,113.3,105.7,35.3,XXL
Male,1690,772,1048,869,332,369,1175,846,608,401,1054,104.8,86.9,33.2,L
Male,1927,694,847,757,352,352,1052,957,513,380,1193,84.7,75.7,35.2,M
Male,1763,817,1034,912,334,403,1133,905,578,391,1070,103.4,91.2,33.4,L
Male,1737,793,993,917,346,400,1152,867,612,391,1092,99.3,91.7,34.6,L
Male,1805,970,1128,952,347,392,1185,945,649,409,1196,112.8,95.2,34.7,XL
Male,1804,813,1009,900,340,396,1148,918,605,382,1155,100.9,90.0,34.0,L
Male,1798,852,1034,923,337,397,1198,940,666,384,1162,103.4,92.3,33.7,L
Male,1745,1139,1232,1044,373,453,1325,930,732,461,1142,123.2,104.4,37.3,XXL
Male,1694,747,1002,866,344,384,1145,835,616,371,1030,100.2,86.6,34.4,M
Male,1824,972,1054,981,384,400,1166,852,662,429,1160,105.4,98.1,38.4,XL
Male,1739,822,1040,925,356,393,1176,888,577,381,1085,104.0,92.5,35.6,L
Male,1772,963,1143,997,393,387,1184,916,659,440,1125,114.3,99.7,39.3,XL
Male,1864,779,1074,951,344,377,1166,942,508,348,1198,107.4,95.1,34.4,L
Male,1670,594,881,698,291,349,1060,847,533,363,1089,88.1,69.8,29.1,S
Male,1760,847,1076,897,364,391,1203,914,671,376,1176,107.6,89.7,36.4,L
Male,1655,691,925,885,339,372,1091,848,590,373,1060,92.5,88.5,33.9,L
Male,1696,741,1047,946,348,372,1117,881,594,370,1082,104.7,94.6,34.8,L
Male,1761,704,968,813,334,373,1156,867,585,355,1054,96.8,81.3,33.4,M
Male,1790,877,1113,984,347,427,1205,909,640,358,1176,111.3,98.4,34.7,XL
Male,1777,964,1152,1066,368,411,1228,906,662,412,1175,115.2,106.6,36.8,XXL
Male,1780,927,1034,979,362,384,1167,882,693,424,1187,103.4,97.9,36.2,XL
Male,1774,946,1053,960,350,408,1189,924,678,413,1113,105.3,96.0,35.0,XL
Male,1785,972,1083,939,348,423,1263,912,686,421,1162,108.3,93.9,34.8,L
Male,1783,730,947,819,296,379,1147,902,570,378,1139,94.7,81.9,29.6,M
Male,1698,833,1059,1019,343,398,1200,864,585,397,1111,105.9,101.9,34.3,XL
Male,1706,895,1095,1005,339,401,1268,905,670,391,1102,109.5,100.5,33.9,XL
Male,1831,1052,1089,1026,396,404,1210,933,723,446,1206,108.9,102.6,39.6,XL
Male,1705,863,1095,991,346,364,1179,929,624,419,1184,109.5,99.1,34.6,XL
Male,1807,926,1119,902,332,401,1281,984,646,428,1174,111.9,90.2,33.2,XL
Male,1641,716,977,814,313,390,1145,849,622,366,1027,97.7,81.4,31.3,M
Male,1906,1032,1154,1040,382,403,1262,962,667,387,1244,115.4,104.0,38.2,XXL
Male,1740,870,1064,973,341,407,1220,911,659,374,1135,106.4,97.3,34.1,XL
Male,1814,1199,1196,1262,409,445,1246,935,815,464,1179,119.6,126.2,40.9,XXXL
Male,1885,930,1142,1037,365,394,1175,940,636,375,1229,114.2,103.7,36.5,XL
Male,1660,733,1037,855,312,405,1214,860,593,356,1095,103.7,85.5,31.2,L
Male,1813,829,1019,901,340,402,1194,907,598,387,1142,101.9,90.1,34.0,L
Male,1731,1028,1182,1156,398,411,1193,880,724,404,1181,118.2,115.6,39.8,XXXL
Male,1790,869,1065,950,353,399,1217,910,627,387,1145,106.5,95.0,35.3,L
Male,1766,1015,1134,1129,383,445,1249,904,708,395,1130,113.4,112.9,38.3,XXXL
Male,1742,827,1001,966,328,394,1154,857,627,393,1102,100.1,96.6,32.8,XL
Male,1781,954,1082,1011,383,421,1224,910,662,406,1143,108.2,101.1,38.3,XL
Male,1778,940,1104,989,338,447,1217,913,663,430,1185,110.4,98.9,33.8,XL
Male,1664,598,904,800,306,370,1096,836,503,355,1025,90.4,80.0,30.6,M
Male,1666,889,1139,1013,356,379,1163,832,652,399,1069,113.9,101.3,35.6,XL
Male,1759,734,973,879,341,383,1124,857,570,342,1076,97.3,87.9,34.1,M
Male,1586,799,1032,1008,354,427,1150,807,598,427,1042,103.2,100.8,35.4,XL
Male,1714,657,923,775,316,363,1111,858,542,354,992,92.3,77.5,31.6,S
Male,1780,779,961,884,342,390,1117,851,607,396,1122,96.1,88.4,34.2,L
Male,1766,995,1159,1035,362,421,1227,906,672,416,1167,115.9,103.5,36.2,XL
Male,1628,664,998,822,331,371,1115,822,561,364,1010,99.8,82.2,33.1,M
Male,1678,910,1107,1023,378,400,1189,853,714,416,1084,110.7,102.3,37.8,XL
Male,1767,1013,1182,988,380,414,1272,918,670,438,1154,118.2,98.8,38.0,XXL
Male,1723,804,1013,904,338,396,1143,891,597,412,1116,101.3,90.4,33.8,L
Male,1776,815,1011,945,369,375,1108,903,640,354,1206,101.1,94.5,36.9,L
Male,1756,1034,1172,1083,363,431,1250,956,691,403,1173,117.2,108.3,36.3,XXL
Male,1685,587,838,783,302,365,1035,850,521,331,1053,83.8,78.3,30.2,S
Male,1733,809,1018,954,345,399,1136,895,634,381,1144,101.8,95.4,34.5,L
Male,1740,787,1043,916,342,393,1188,915,647,378,1154,104.3,91.6,34.2,L
Male,1679,867,1098,1067,334,426,1185,861,592,398,1120,109.8,106.7,33.4,XXL
Male,1667,674,956,840,312,382,1099,797,573,379,1064,95.6,84.0,31.2,M
Male,1680,631,936,841,314,354,1082,815,540,346,1085,93.6,84.1,31.4,M
Male,1758,910,1047,1055,358,427,1217,885,631,390,1096,104.7,105.5,35.8,XXL
Male,1643,616,968,801,333,373,1110,871,506,364,1081,96.8,80.1,33.3,M
Male,1790,1121,1216,1217,403,425,1282,954,712,424,1198,121.6,121.7,40.3,XXXL
Male,1798,1020,1151,1194,376,393,1146,915,673,397,1215,115.1,119.4,37.6,XXXL
Male,1703,976,1141,1146,380,394,1221,921,716,403,1122,114.1,114.6,38.0,XXXL
Male,1715,838,1020,990,333,417,1164,880,653,403,1121,102.0,99.0,33.3,XL
Male,1861,1066,1165,1135,392,428,1202,920,672,414,1164,116.5,113.5,39.2,XXXL
Male,1804,1029,1121,1113,378,428,1187,928,696,399,1191,112.1,111.3,37.8,XXL
Male,1720,705,1012,852,324,389,1127,885,555,364,1035,101.2,85.2,32.4,M
Male,1850,1083,1165,1146,380,408,1278,944,670,432,1211,116.5,114.6,38.0,XXXL
Male,1651,575,862,784,307,335,1025,819,523,370,1110,86.2,78.4,30.7,S
Male,1835,808,967,840,352,395,1191,948,586,388,1144,96.7,84.0,35.2,M
Male,1784,916,1066,970,366,392,1207,909,654,407,1139,106.6,97.0,36.6,XL
Male,1864,766,992,912,348,384,1121,915,584,338,1197,99.2,91.2,34.8,L
Male,1867,1429,1372,1300,416,458,1413,991,744,485,1215,137.2,130.0,41.6,XXXL
Male,1745,943,1178,1067,358,391,1229,899,652,417,1119,117.8,106.7,35.8,XXL
Male,1717,817,1043,885,329,394,1177,873,622,420,1131,104.3,88.5,32.9,L
Male,1735,701,989,830,325,360,1172,909,551,354,1072,98.9,83.0,32.5,M
Male,1603,523,880,728,299,335,1045,814,481,341,1043,88.0,72.8,29.9,S
Male,1729,775,1031,911,324,383,1150,886,584,362,1120,103.1,91.1,32.4,L
Male,1801,687,939,822,320,380,1085,897,534,358,1120,93.9,82.2,32.0,M
Male,1648,703,942,846,329,377,1121,845,596,380,1054,94.2,84.6,32.9,M
Male,1823,1167,1194,1181,382,444,1351,972,729,444,1215,119.4,118.1,38.2,XXXL
Male,1598,620,1026,857,313,373,1092,843,525,358,1017,102.6,85.7,31.3,L
Male,1774,990,1156,940,319,410,1336,932,664,400,1144,115.6,94.0,31.9,XL
Male,1870,1099,1134,952,384,445,1264,956,765,453,1209,113.4,95.2,38.4,XL
Male,1825,1012,1157,1025,370,442,1272,968,672,401,1216,115.7,102.5,37.0,XL
Male,1792,875,1159,928,336,432,1286,960,588,371,1160,115.9,92.8,33.6,XL
Male,1702,778,1048,894,346,397,1149,890,618,383,1068,104.8,89.4,34.6,L
Male,1773,894,1164,975,362,426,1205,905,627,370,1176,116.4,97.5,36.2,XL
Male,1765,678,904,802,321,372,1080,880,537,358,1066,90.4,80.2,32.1,M
Male,1790,818,1043,885,341,406,1189,905,594,377,1145,104.3,88.5,34.1,L
Male,1821,881,1135,922,366,395,1193,922,627,411,1160,113.5,92.2,36.6,XL
Male,1792,1047,1172,1035,367,425,1263,895,731,428,1236,117.2,103.5,36.7,XL
Male,1865,1009,1127,1080,361,433,1287,997,673,400,1228,112.7,108.0,36.1,XXL
Male,1767,956,1165,984,350,404,1237,915,676,403,1184,116.5,98.4,35.0,XL
Male,1678,689,928,795,303,366,1093,805,579,375,1051,92.8,79.5,30.3,S
Male,1728,909,1112,952,356,403,1205,903,670,392,1146,111.2,95.2,35.6,XL
Male,1744,1159,1207,1122,386,428,1267,927,775,454,1206,120.7,112.2,38.6,XXXL
Male,1730,822,1043,913,338,399,1117,861,615,390,1110,104.3,91.3,33.8,L
Male,1800,698,971,780,308,371,1119,907,571,382,1132,97.1,78.0,30.8,M
Male,1822,846,1018,834,335,390,1156,935,624,400,1182,101.8,83.4,33.5,M
Male,1753,656,889,803,331,360,1137,921,510,360,1139,88.9,80.3,33.1,M
Male,1719,892,1113,1037,391,383,1142,903,689,394,1100,111.3,103.7,39.1,XL
Male,1696,659,914,775,313,365,1083,812,538,392,1040,91.4,77.5,31.3,S
Male,1660,662,950,862,314,349,1130,838,570,361,1053,95.0,86.2,31.4,M
Male,1819,858,1025,936,366,374,1172,937,634,388,1124,102.5,93.6,36.6,L
Male,1713,867,1069,873,341,421,1226,904,641,418,1143,106.9,87.3,34.1,L
Male,1718,834,1038,961,322,383,1206,857,623,393,1095,103.8,96.1,32.2,XL
Male,1695,1009,1139,1030,373,437,1265,867,708,445,1097,113.9,103.0,37.3,XL
Male,1671,796,993,944,347,381,1125,852,637,402,1124,99.3,94.4,34.7,L
Male,1741,804,993,867,338,395,1174,938,583,394,1150,99.3,86.7,33.8,M
Male,1759,947,1132,932,363,430,1232,882,662,400,1135,113.2,93.2,36.3,XL
Male,1770,826,1032,890,355,399,1179,887,615,387,1101,103.2,89.0,35.5,L
Male,1813,995,1101,1011,371,416,1215,931,687,409,1209,110.1,101.1,37.1,XL
Male,1737,922,1065,952,349,403,1168,870,680,424,1096,106.5,95.2,34.9,L
Male,1542,639,960,859,319,363,1060,777,562,385,1006,96.0,85.9,31.9,M
Male,1797,720,949,813,346,364,1122,894,547,376,1105,94.9,81.3,34.6,M
Male,1685,771,1017,887,313,377,1124,821,608,396,1075,101.7,88.7,31.3,L
Male,1700,800,1028,946,344,415,1150,840,569,373,1067,102.8,94.6,34.4,L
Male,1612,782,1098,944,335,398,1156,845,616,413,1069,109.8,94.4,33.5,L
Male,1758,734,940,862,333,380,1125,881,553,383,1173,94.0,86.2,33.3,M
Male,1666,1103,1207,1185,382,447,1225,880,712,440,1083,120.7,118.5,38.2,XXXL
Male,1752,1054,1168,1072,392,405,1288,935,735,435,1138,116.8,107.2,39.2,XXL
Male,1749,851,1074,1015,362,399,1187,902,634,395,1125,107.4,101.5,36.2,XL
Male,1824,959,1123,952,369,426,1238,955,641,405,1204,112.3,95.2,36.9,XL
Male,1767,798,992,908,338,392,1110,876,627,378,1130,99.2,90.8,33.8,L
Male,1802,843,1042,864,348,382,1193,914,642,412,1163,104.2,86.4,34.8,L
Male,1817,914,1081,938,351,405,1218,927,629,387,1173,108.1,93.8,35.1,L
Male,1772,686,971,791,327,369,1174,888,548,376,1114,97.1,79.1,32.7,M
Male,1777,889,1083,880,357,406,1226,924,623,392,1123,108.3,88.0,35.7,L
Male,1715,758,1037,914,351,384,1114,850,596,378,1091,103.7,91.4,35.1,L
Male,1792,777,1000,805,342,412,1174,906,557,390,1106,100.0,80.5,34.2,M
Male,1849,986,1073,1029,370,409,1236,953,654,401,1220,107.3,102.9,37.0,XL
Male,1750,751,1013,820,318,388,1160,880,568,373,1087,101.3,82.0,31.8,M
Male,1760,809,1021,923,337,379,1142,917,616,405,1104,102.1,92.3,33.7,L
Male,1938,960,1062,920,361,413,1238,1012,667,401,1276,106.2,92.0,36.1,L
Male,1849,970,1104,1011,364,415,1211,912,658,386,1171,110.4,101.1,36.4,XL
Male,1727,846,1101,952,330,405,1212,877,597,406,1139,110.1,95.2,33.0,XL
Male,1809,819,991,945,342,385,1137,914,614,363,1195,99.1,94.5,34.2,L
Male,1840,963,1074,967,367,406,1201,898,664,417,1181,107.4,96.7,36.7,XL
Male,1785,920,1107,1015,339,410,1215,931,625,391,1150,110.7,101.5,33.9,XL
Male,1745,827,1032,892,333,402,1182,925,611,371,1142,103.2,89.2,33.3,L
Male,1732,811,994,866,309,393,1145,898,641,393,1097,99.4,86.6,30.9,M
Male,1713,878,1073,1034,344,387,1197,912,639,400,1132,107.3,103.4,34.4,XL
Male,1644,579,896,761,312,349,1088,832,536,356,1082,89.6,76.1,31.2,S
Male,1786,967,1122,924,351,401,1260,922,697,427,1143,112.2,92.4,35.1,XL
Male,1835,982,1076,987,364,400,1194,885,699,422,1131,107.6,98.7,36.4,XL
Male,1763,1001,1180,1034,357,430,1282,941,643,412,1142,118.0,103.4,35.7,XXL
Male,1687,784,1014,933,336,392,1170,883,598,366,1049,101.4,93.3,33.6,L
Male,1855,858,1032,917,338,385,1151,927,590,386,1217,103.2,91.7,33.8,L
Male,1720,933,1097,1021,351,405,1178,874,653,419,1082,109.7,102.1,35.1,XL
Male,1572,675,1061,812,314,360,1106,832,589,392,1027,106.1,81.2,31.4,L
Male,1715,668,977,800,319,378,1067,826,563,362,1067,97.7,80.0,31.9,M
Male,1658,802,975,883,318,391,1130,852,632,427,1061,97.5,88.3,31.8,L
Male,1720,804,1013,940,338,403,1182,841,617,363,1070,101.3,94.0,33.8,L
Male,1777,925,1072,992,352,409,1220,892,668,388,1130,107.2,99.2,35.2,XL
Male,1638,778,1049,816,342,395,1212,911,618,374,1052,104.9,81.6,34.2,L
Male,1902,1057,1147,1088,376,420,1240,928,650,437,1207,114.7,108.8,37.6,XXL
Male,1793,901,1073,978,344,445,1168,915,627,383,1113,107.3,97.8,34.4,XL
Male,1799,772,985,837,334,383,1197,914,573,362,1137,98.5,83.7,33.4,M
Male,1826,904,1113,904,352,397,1236,926,627,416,1195,111.3,90.4,35.2,XL
Male,1830,901,1091,980,350,417,1213,922,604,388,1160,109.1,98.0,35.0,XL
Male,1755,961,1157,1049,368,418,1235,887,666,416,1109,115.7,104.9,36.8,XXL
Male,1865,1017,1143,962,367,423,1220,934,685,422,1181,114.3,96.2,36.7,XL
Male,1806,897,1038,966,341,417,1188,891,628,387,1091,103.8,96.6,34.1,XL
Male,1792,916,1116,1073,352,374,1153,906,674,374,1164,111.6,107.3,35.2,XXL
Male,1777,744,1026,874,330,380,1154,886,567,348,1088,102.6,87.4,33.0,L
Male,1854,828,1039,815,319,406,1262,963,553,400,1188,103.9,81.5,31.9,L
Male,1819,806,1011,900,343,394,1183,900,604,398,1122,101.1,90.0,34.3,L
Male,1810,841,969,841,311,388,1194,916,607,395,1131,96.9,84.1,31.1,M
Male,1682,794,1002,946,349,377,1152,850,628,399,1056,100.2,94.6,34.9,L
